timestamp,equity
1732262400,1000.0
1732263300,1000.0
1732264200,1000.0
1732265100,1000.0
1732266000,1000.0
1732266900,1000.0
1732267800,1000.0
1732268700,1000.0
1732269600,1000.0
1732270500,1000.0
1732271400,1000.0
1732272300,1000.0
1732273200,1000.0
1732274100,1000.0
1732275000,1000.0
1732275900,1000.0
1745413200,1000.0
1745414100,1000.0
1745415000,1000.0
1745415900,1000.0
1745416800,1000.0
1745417700,1000.0
1745418600,1000.0
1745419500,1000.0
1745420400,1000.0
1745421300,1000.0
1745422200,1000.0
1745423100,1000.0
1745424000,997.2795216741405
1745424900,997.2795216741405
1745425800,997.2795216741405
1745426700,997.2795216741405
1745427600,997.2795216741405
1745428500,997.2795216741405
1745429400,997.2795216741405
1745430300,997.2795216741405
1745431200,997.2795216741405
1745432100,997.2795216741405
1745433000,997.2795216741405
1745433900,997.2795216741405
1745434800,997.2795216741405
1745435700,997.2795216741405
1745436600,997.2795216741405
1745437500,997.2795216741405
1745438400,997.2795216741405
1745439300,997.2795216741405
1745440200,997.2795216741405
1745441100,997.2795216741405
1745442000,997.2795216741405
1745442900,997.2795216741405
1745443800,994.1959969075879
1745444700,994.1959969075879
1745445600,994.1959969075879
1745446500,994.1959969075879
1745447400,994.1959969075879
1745448300,994.1959969075879
1745449200,994.1959969075879
1745450100,994.1959969075879
1745451000,994.1959969075879
1745451900,994.1959969075879
1752883200,994.1959969075879
1752884100,994.1959969075879
1752885000,994.1959969075879
1752885900,994.1959969075879
1752886800,994.1959969075879
1752887700,994.1959969075879
1752888600,994.1959969075879
1752889500,994.1959969075879
1752890400,994.1959969075879
1752891300,994.1959969075879
1752892200,994.1959969075879
1752893100,994.1959969075879
1752894000,994.1959969075879
1752894900,994.1959969075879
1752895800,994.1959969075879
1752896700,994.1959969075879
1753041600,994.1959969075879
1753042500,994.1959969075879
1753043400,994.1959969075879
1753044300,994.1959969075879
1753045200,994.1959969075879
1753046100,994.1959969075879
1753047000,994.1959969075879
1753047900,994.1959969075879
1753048800,994.1959969075879
1753049700,994.1959969075879
1753050600,994.1959969075879
1753051500,994.1959969075879
1753052400,994.1959969075879
1753053300,994.1959969075879
1753054200,994.1959969075879
1753055100,994.1959969075879
1753056000,994.1959969075879
1753056900,994.1959969075879
1753057800,994.1959969075879
1753058700,994.1959969075879
1753059600,994.1959969075879
1753060500,994.1959969075879
1753061400,994.1959969075879
1753062300,994.1959969075879
1753063200,994.1959969075879
1753064100,994.1959969075879
1753065000,994.1959969075879
1753065900,994.1959969075879
1753120800,994.1959969075879
1753121700,994.1959969075879
1753122600,994.1959969075879
1753123500,994.1959969075879
1753128000,994.1959969075879
1753128900,994.1959969075879
1753129800,994.1959969075879
1753130700,994.1959969075879
1753138800,994.1959969075879
1753139700,994.1959969075879
1753140600,994.1959969075879
1753141500,994.1959969075879
1753156800,994.1959969075879
1753157700,994.1959969075879
1753158600,994.1959969075879
1753159500,994.1959969075879
1753160400,994.1959969075879
1753161300,994.1959969075879
1753162200,994.1959969075879
1753163100,994.1959969075879
1753164000,994.1959969075879
1753164900,994.1959969075879
1753165800,994.1959969075879
1753166700,994.1959969075879
1753167600,994.1959969075879
1753168500,994.1959969075879
1753169400,994.1959969075879
1753170300,994.1959969075879
1753171200,994.1959969075879
1753172100,994.1959969075879
1753173000,994.1959969075879
1753173900,994.1959969075879
1753174800,994.1959969075879
1753175700,994.1959969075879
1753176600,994.1959969075879
1753177500,994.1959969075879
1753178400,994.1959969075879
1753179300,994.1959969075879
1753180200,994.1959969075879
1753181100,994.1959969075879
1753182000,994.1959969075879
1753182900,994.1959969075879
1753183800,994.1959969075879
1753184700,994.1959969075879
1753189200,994.1959969075879
1753190100,994.1959969075879
1753191000,994.1959969075879
1753191900,994.1959969075879
1753196400,994.1959969075879
1753197300,994.1959969075879
1753198200,994.1959969075879
1753199100,994.1959969075879
1753203600,994.1959969075879
1753204500,994.1959969075879
1753205400,994.1959969075879
1753206300,994.1959969075879
1753207200,994.1959969075879
1753208100,994.1959969075879
1753209000,994.1959969075879
1753209900,994.1959969075879
1753210800,994.1959969075879
1753211700,994.1959969075879
1753212600,994.1959969075879
1753213500,994.1959969075879
1753214400,994.1959969075879
1753215300,994.1959969075879
1753216200,994.1959969075879
1753217100,994.1959969075879
1753218000,994.1959969075879
1753218900,994.1959969075879
1753219800,994.1959969075879
1753220700,994.1959969075879
1753221600,994.1959969075879
1753222500,994.1959969075879
1753223400,994.1959969075879
1753224300,994.1959969075879
1753228800,994.1959969075879
1753229700,994.1959969075879
1753230600,994.1959969075879
1753231500,994.1959969075879
1753232400,994.1959969075879
1753233300,994.1959969075879
1753234200,994.1959969075879
1753235100,994.1959969075879
1753236000,994.1959969075879
1753236900,994.1959969075879
1753237800,994.1959969075879
1753238700,994.1959969075879
1753239600,994.1959969075879
1753240500,994.1959969075879
1753241400,994.1959969075879
1753242300,994.1959969075879
1753243200,994.1959969075879
1753244100,994.1959969075879
1753245000,994.1959969075879
1753245900,994.1959969075879
1753246800,994.1959969075879
1753247700,994.1959969075879
1753248600,994.1959969075879
1753249500,994.1959969075879
1753250400,994.1959969075879
1753251300,994.1959969075879
1753252200,994.1959969075879
1753253100,994.1959969075879
1753254000,994.1959969075879
1753254900,994.1959969075879
1753255800,994.1959969075879
1753256700,994.1959969075879
1753257600,994.1959969075879
1753258500,994.1959969075879
1753259400,994.1959969075879
1753260300,994.1959969075879
1753261200,994.1959969075879
1753262100,994.1959969075879
1753263000,994.1959969075879
1753263900,994.1959969075879
1753264800,994.1959969075879
1753265700,994.1959969075879
1753266600,994.1959969075879
1753267500,994.1959969075879
1753268400,994.1959969075879
1753269300,994.1959969075879
1753270200,994.1959969075879
1753271100,994.1959969075879
1755129600,994.1959969075879
1755130500,994.1959969075879
1755131400,994.1959969075879
1755132300,994.1959969075879
1755133200,994.1959969075879
1755134100,994.1959969075879
1755135000,994.1959969075879
1755135900,994.1959969075879
1755154800,994.1959969075879
1755155700,994.1959969075879
1755156600,994.1959969075879
1755157500,994.1959969075879
1755158400,994.1959969075879
1755159300,994.1959969075879
1755160200,994.1959969075879
1755161100,994.1959969075879
1755162000,994.1959969075879
1755162900,994.1959969075879
1755163800,994.1959969075879
1755164700,994.1959969075879
1755165600,994.1959969075879
1755166500,994.1959969075879
1755167400,994.1959969075879
1755168300,994.1959969075879
1755169200,994.1959969075879
1755170100,994.1959969075879
1755171000,994.1959969075879
1755171900,994.1959969075879
1756425600,994.1959969075879
1756426500,994.1959969075879
1756427400,994.1959969075879
1756428300,994.1959969075879
1756429200,994.1959969075879
1756430100,994.1959969075879
1756431000,994.1959969075879
1756431900,994.1959969075879
1756432800,994.1959969075879
1756433700,994.1959969075879
1756434600,994.1959969075879
1756435500,994.1959969075879
1756436400,994.1959969075879
1756437300,994.1959969075879
1756438200,994.1959969075879
1756439100,994.1959969075879
1756440000,994.1959969075879
1756440900,994.1959969075879
1756441800,994.1959969075879
1756442700,994.1959969075879
1756443600,994.1959969075879
1756444500,994.1959969075879
1756445400,994.1959969075879
1756446300,994.1959969075879
1756447200,994.1959969075879
1756448100,994.1959969075879
1756449000,994.1959969075879
1756449900,994.1959969075879
1756450800,994.1959969075879
1756451700,994.1959969075879
1756452600,994.1959969075879
1756453500,994.1959969075879
1756461600,994.1959969075879
1756462500,994.1959969075879
1756463400,994.1959969075879
1756464300,994.1959969075879
1756465200,994.1959969075879
1756466100,994.1959969075879
1756467000,994.1959969075879
1756467900,994.1959969075879
1756886400,994.1959969075879
1756887300,994.1959969075879
1756888200,994.1959969075879
1756889100,994.1959969075879
1756890000,994.1959969075879
1756890900,994.1959969075879
1756891800,994.1959969075879
1756892700,994.1959969075879
1756893600,994.1959969075879
1756894500,994.1959969075879
1756895400,994.1959969075879
1756896300,994.1959969075879
1756897200,994.1959969075879
1756898100,994.1959969075879
1756899000,994.1959969075879
1756899900,994.1959969075879
1756900800,994.1959969075879
1756901700,994.1959969075879
1756902600,994.1959969075879
1756903500,994.1959969075879
1756904400,994.1959969075879
1756905300,994.1959969075879
1756906200,994.1959969075879
1756907100,994.1959969075879
1756908000,994.1959969075879
1756908900,994.1959969075879
1756909800,994.1959969075879
1756910700,994.1959969075879
1756911600,994.1959969075879
1756912500,994.1959969075879
1756913400,994.1959969075879
1756914300,994.1959969075879
1756915200,994.1959969075879
1756916100,994.1959969075879
1756917000,994.1959969075879
1756917900,994.1959969075879
1756918800,994.1959969075879
1756919700,994.1959969075879
1756920600,994.1959969075879
1756921500,994.1959969075879
1756922400,994.1959969075879
1756923300,994.1959969075879
1756924200,994.1959969075879
1756925100,994.1959969075879
1756926000,994.1959969075879
1756926900,994.1959969075879
1756927800,994.1959969075879
1756928700,994.1959969075879
1756929600,994.1959969075879
1756930500,994.1959969075879
1756931400,994.1959969075879
1756932300,994.1959969075879
1756933200,994.1959969075879
1756934100,994.1959969075879
1756935000,994.1959969075879
1756935900,994.1959969075879
1756936800,994.1959969075879
1756937700,994.1959969075879
1756938600,994.1959969075879
1756939500,994.1959969075879
1756940400,994.1959969075879
1756941300,994.1959969075879
1756942200,994.1959969075879
1756943100,994.1959969075879
